original_title,Unemployment rate,,,
original_indicator_code,tipsun20,,,
title_German,Arbeitslosenrate,,,
sdg,8,,,
short_indicator_description,,,,
short_indicator_description$de,Anteil der Arbeitslosen an der arbeitsfähigen Bevölkerung,,,
short_indicator_description$en,Share of unemployed as percentage of total labour force,,,
long_indicator_description,,,,
long_indicator_description$en$text,The unemployment rate is the number of unemployed persons as a percentage of the labour force based on International Labour Office (ILO) definition. The labour force is the total number of people employed and unemployed. Unemployed persons comprise persons aged 15 to 74 who: are without work during the reference week; are available to start work within the next two weeks; and have been actively seeking work in the past four weeks or had already found a job to start within the next three months.,,,
long_indicator_description$en$baseunit,%,,,
long_indicator_description$de$text,"Die Arbeitslosenquote bezeichnet die Anzahl der Arbeitslosen als Prozentsatz der Erwerbsbevölkerung basierend auf der Definition der Internationalen Arbeitsorganisation (ILO). Die Erwerbsbevölkerung setzt sich aus Beschäftigten und Arbeitslosen zusammen. Zu den Arbeitslosen zählen Personen im Alter zwischen 15 und 74 Jahren, die in der Berichtswoche ohne Arbeit waren, für eine Arbeit sofort verfügbar waren und in den vergangenen vier Wochen aktiv auf Arbeitssuche waren oder eine Arbeit gefunden hatten, die sie innerhalb der nächsten drei Monate aufnehmen würden.",,,
long_indicator_description$de$baseunit,%,,,
target,,,,
target$type,less,,,
target$value,5,,,
target$rating,"5,10,15,20",,,
target$explanation$de,Die Bewertung orientiert sich an dem best performer und den worst performer. ,,,
target$explanation$en,The rating is based on current best performing countries and worst performing countries. ,,,
target$target_reference,,,,
target$tags,"social, economic",,,
target$target,8.5,,,
target$ministerial_responsibility,BMAS,,,
target$other_relevant_SDGs,10,,,
scoring,,,,
scoring$timestamp,11/11/2016,,,
scoring$type,national,,,
scoring$timestamp_data_host,2015,,,
source,,,,
source$type,official,,,
source$note,The unemployment rate is the number of unemployed persons as a percentage of the labour force based on International Labour Office (ILO) definition. The labour force is the total number of people employed and unemployed. Unemployed persons comprise persons aged 15 to 74 who: - are without work during the reference week; - are available to start work within the next two weeks; - and have been actively seeking work in the past four weeks or had already found a job to start within the next three months. Unit: rate,,,
source$publisher,Eurostat,,,
source$link,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=1&language=en&pcode=tipsun20,,,
source$value,IAEG,,,
source$maintainer,OKF,,,
source$license,"Eurostat has a policy of encouraging free re-use of its data, both for non-commercial and commercial purposes.",,,
countries,,,,
,2015,2014,2013,2012
Belgium,8.5,8.5,8.4,7.6
Bulgaria,9.2,11.4,13,12.3
Czech Republic,5.1,6.1,7,7
Denmark,6.2,6.6,7,7.5
Germany,4.6,5,5.2,5.4
Estonia,6.2,7.4,8.6,10
Ireland,9.4,11.3,13.1,14.7
Greece,24.9,26.5,27.5,24.5
Spain,22.1,24.5,26.1,24.8
France,10.4,10.3,10.3,9.8
Croatia,16.3,17.3,17.3,16
Italy,11.9,12.7,12.1,10.7
Cyprus,15,16.1,15.9,11.9
Latvia,9.9,10.8,11.9,15
Lithuania,9.1,10.7,11.8,13.4
Luxembourg,6.4,6,5.9,5.1
Hungary,6.8,7.7,10.2,11
Malta,5.4,5.8,6.4,6.3
Netherlands,6.9,7.4,7.3,5.8
Austria,5.7,5.6,5.4,4.9
Poland,7.5,9,10.3,10.1
Portugal,12.6,14.1,16.4,15.8
Romania,6.8,6.8,7.1,6.8
Slovenia,9,9.7,10.1,8.9
Slovakia,11.5,13.2,14.2,14
Finland,9.4,8.7,8.2,7.7
Sweden,7.4,7.9,8,8
UK,5.3,6.1,7.6,7.9
Iceland,4,5,5.4,6
Norway,4.4,3.5,3.5,3.2
Turkey,10.3,9.9,9,8.4
USA,5.3,6.2,7.4,8.1
Japan,3.4,3.6,4,4.3
