original_title,Regulatory Quality - Ex Post Evaluation
original_indicator_code,
title_German,Qualität der Gesetzgebung - Ex-Post Evaluierung
sdg,16
short_indicator_description,
short_indicator_description$de,"Ausmaß, in dem Gesetze und politische Maßnahmen nach ihrer Durchführung ausgewertet werden"
short_indicator_description$en,Extent to which regulations are evaluated after their implementation
long_indicator_description,
long_indicator_description$en$text,"In ex-post evaluations, factors that contributed to successes or failures of a policy can be identified. Furthermore, ex-post evaluation can assess the impact of a regulation and its sustainability. Such evaluations are therefore useful to enable systematic learning from previous regulations. The indicator captures whether ex-post evaluation is conducted systematically, transparently, in a high quality and with an adequate methodology. Nevertheless, merely conducting ex-post evaluations does not guarantee that the lessons learned are necessarily incorporated into the next policy-making process. The OECD provides the indicator for primary laws and subordinate laws separately, but combines them in some visualisations. Following the OECD's example, 2030-Watch has calculated the average of the two measures (primary and subordinate laws), which captures Ex-post evaluation of regulations across all national policy areas. Ex-post evaluation is one of three composite indicators developed by the OECD to measure regulatory quality, the other two indicators are stakeholder engagement and regulatory impact assessment."
long_indicator_description$en$baseunit,points
long_indicator_description$de$text,"In Ex-Post Evaluierungen kann die Wirkung von Gesetzen und deren Nachhaltigkeit ermittelt werden. Sinn und Zweck dieser Evaluierungen ist es, Erfolgs- und Misserfolgsfaktoren zu ermitteln. So kann man durch Ex-Post Evaluierungen Schlüsse ziehen, die für andere Maßnahmen von Interesse sind und aus vorherigen Fehlern lernen. Der Indikator misst, ob Ex-Post Evaluierungen transparent, konsequent, qualitativ hochwertig und mit angemessener Methodik durchgeführt werden. Die bloße Durchführung einer Ex-Post Evaluierung bedeutet aber nicht, dass diese Schlüsse auch in der Entwicklung von folgenden Maßnahmen berücksichtigt werden. Die OECD stellt den Indikator für Gesetze und Verordnungen getrennt bereit, kombiniert beide aber in einigen Visualisierungen. Daran nimmt sich 2030-Watch ein Beispiel und stellt hier den Mittelwert des Indikators für Gesetze und Verordnungen dar. Ex-Post Evaluierung ist einer von drei OECD Indikatoren für die Qualität der Gesetzgebung, die anderen beiden sind Folgenabschätzung und Öffentlichkeitsbeteiligung. "
long_indicator_description$de$baseunit,Punkte
target,
target$type,more
target$value,4
target$rating,"4, 3, 2, 1"
target$explanation$de,Die OECD schlägt einen Zielwert von 4 vor. Dies ist der Maximalwert des Indikators. 
target$explanation$en,"The OECD suggests a target value of 4, which is the maximum value of the indicator. "
target$target_reference,http://www.oecd.org/std/OECD-Measuring-Distance-to-the%20SDGs-Target-Pilot-Study-web.pdf
target$tags,"economic, social"
target$target,16.6
target$ministerial_responsibility,BMI
target$other_relevant_SDGs,
scoring,
scoring$timestamp,2016-12-17
scoring$type,national
scoring$timestamp_data_host,2014
source,
source$type,unofficial
source$note,"Der Indikator wurde in einer OECD-Pilotstudie zur Messbarkeit der SDGs vorgeschlagen (""Measuring Distance to the SDGs Targets"")"
source$publisher,OECD
source$link,http://stats.oecd.org/Index.aspx?QueryId=69796
source$value,OKF
source$maintainer,OKF
source$license,The OECD supports free use and consultation of its data by the public. Information source must be cited. Download is feasible. 
countries,
,2014
Australia,3.70
Austria,1.88
Belgium,2.51
Canada,2.68
Chile,0.72
Czech Republic,0.98
Denmark,1.60
Estonia,1.72
EU,2.73
Finland,0.54
France,0.92
Germany,2.77
Greece,0.04
Hungary,1.28
Iceland,1.37
Ireland,0.45
Israel,1.64
Italy,1.45
Japan,0.98
Korea,1.66
Luxembourg,1.57
Mexico,2.95
Netherlands,1.39
New Zealand,1.81
Norway,1.19
Poland,1.18
Portugal,1.17
Slovakia,0.56
Slovenia,1.18
Spain,0.86
Sweden,2.00
Switzerland,2.01
Turkey,0.36
UK,3.09
USA,1.09
