original_title,Environmental Tax Revenues,,,
original_indicator_code,t2020_rt320,,,
title_German,Umweltsteuereinnahmen,,,
sdg,8,,,
short_indicator_description,,,,
short_indicator_description$de,"Anteil der Steuereinnahmen, die aus Umweltssteuern (Verschmutzung, Transport, Energie, Resourcen) bezogen werden",,,
short_indicator_description$en,"Environmental tax revenues (on pollution, transport, energy, resources), as a percentage of total tax revenues ",,,
long_indicator_description,,,,
long_indicator_description$en$text,"Environmental tax revenues can show to what extent a country promotes sustainable development through its tax policies. An environmental tax is a tax on something that has a proven, specific negative impact on the environment. We show environmental taxes as a proportion of total tax revenue. This has the advantage that it demonstrates the importance of environmental taxes within a tax system. Nevertheless, it also yields the disadvantage that total tax revenues are not taken into account, so that relative environmental tax revenues may rise as a result of a decrease in total tax revenue. ",,,
long_indicator_description$en$baseunit,%,,,
long_indicator_description$de$text,"Mit Umweltsteuereinnahmen kann man messen, inwiefern ein Land nachhaltige Entwicklung durch seine Steuerpolitik fördert. Umweltsteuern (auch Ökosteuern genannt) besteuern Dinge und Aktivitäten, bei denen ein negativer Einfluss auf die Umwelt nachgewiesen ist. Hier wird die Umweltsteuer als Anteil der Gesamtsteuereinnahme abgebildet. Das hat den Vorteil, dass die Gewichtung von Umweltsteuern innerhalb eines Systems gezeigt ist. Es hat aber den Nachteil, dass die Gesamtsteuereinnahmen nicht beachtet werden, so könnte die Umweltssteuer augenscheinlich steigen, wenn andere Steuereinnahmen sinken. ",,,
long_indicator_description$de$baseunit,%,,,
target,,,,
target$type,more,,,
target$value,10,,,
target$rating,"10, 8, 6, 4",,,
target$explanation$de,"Wir orientieren uns an der Europe 2020 Strategie, die einen Zielwert von 10% anstrebt. ",,,
target$explanation$en,Europe 2020,,,
target$target_reference,"economic, ecologic",,,
target$tags,8,,,
target$target,,,,
target$ministerial_responsibility,BMF,,,
target$other_relevant_SDGs,"9, 13",,,
scoring,,,,
scoring$timestamp,2016-12-22,,,
scoring$type,global,,,
scoring$timestamp_data_host,2014,,,
source,,,,
source$type,inofficial,,,
source$note,,,,
source$publisher,Eurostat,,,
source$link,http://ec.europa.eu/eurostat/en/web/products-datasets/-/T2020_RT320,,,
source$value,OKF,,,
source$maintainer,OKF,,,
source$license,"Eurostat has a policy of encouraging free re-use of its data, both for non-commercial and commercial purposes.",,,
countries,,,,
,2014,2013,2012,2011
Belgium,4.53,4.52,4.79,5.15
Bulgaria,9.84,10.03,10.10,10.59
Czech Republic,6.22,6.15,6.56,6.99
Denmark,8.18,8.92,8.67,8.92
Germany,5.24,5.38,5.59,5.83
Estonia,8.28,8.09,8.61,8.65
Ireland,8.17,8.50,8.38,8.74
Greece,10.24,10.00,8.91,8.25
Spain,5.50,5.77,4.87,5.05
France,4.47,4.47,4.41,4.45
Croatia,10.51,9.58,8.87,9.38
Italy,8.28,7.89,8.04,7.36
Cyprus,9.01,8.63,8.13,8.68
Latvia,9.26,8.60,8.59,8.90
Lithuania,6.13,6.04,6.09,6.20
Luxembourg,5.23,5.65,6.15,6.36
Hungary,6.79,6.80,7.04,7.17
Malta,8.51,8.26,8.81,9.53
Netherlands,8.96,9.04,9.12,9.64
Austria,5.63,5.63,5.78,5.91
Poland,7.82,7.50,7.82,7.95
Portugal,6.59,6.48,6.80,7.16
Romania,8.76,7.47,7.08,6.88
Slovenia,10.61,10.74,10.32,9.43
Slovakia,5.76,5.72,6.12,6.36
Finland,6.57,6.71,6.98,7.18
Sweden,5.18,5.51,5.65,5.66
UK,7.54,7.47,7.39,7.25
Iceland,8.15,8.83,9.34,9.42
Norway,5.92,5.91,5.68,5.98
Switzerland,,6.23,6.40,6.34
Serbia,10.82,9.48,8.65,9.17
