original_title,Domestic biomass consumption,,,
original_indicator_code,tsdpc230,,,
title_German,Inländischer Biomassenverbrauch,,,
sdg,12,,,
short_indicator_description,,,,
short_indicator_description$de,"Inländischer Gesamtverbrauch von Material (Biomasse), das direkt in einer Wirtschaft verwendet wird in Tonnen pro Kopf",,,
short_indicator_description$en,Domestic Material Consumption (DMC) is defined as the total amount of material (biomass) directly used in an economy in tons per capita.,,,
long_indicator_description,,,,
long_indicator_description$en$text,"The indicator Domestic Material Consumption (DMC) is defined as the total amount of material (biomass) directly used in an economy in tons per capita. In order to achieve sustainable growth, we need to minimise the natural resources used in our economy, including the consumption of biomass. This indicator is useful as it portraits the total biomass used in the economy (and therefore the environmental burden produced) irrespective of whether the biomass was imported or produced locally. DMC equals Direct Material Input (DMI) minus exports. DMI measures the direct input of materials for the use in the economy. DMI equals Domestic Extraction (DE) plus imports.",,,
long_indicator_description$en$baseunit,t/capita,,,
long_indicator_description$de$text,"Um nachhaltiges Wachstum zu erreichen, müssen wir unseren Rohstoffverbrauch reduzieren. Hierzu zählt auch, den Biomasseverbrauch zu verringern. Dieser Indikator misst den inländischen Gesamtverbrauch von Material (Biomasse), der direkt in einer Wirtschaft verwendet wird in Tonnen pro Kopf. Er errechnet sich aus dem gesamten Materialinput für eine Wirtschaft von dem Exporte abgezogen und Importe hinzugerechnet werden. Dieser Indikator ist nützlich, da er die Verantwortung eines Landes abbildet, unabhängig davon, ob die verbrauchte Biomasse importiert wurde oder im Inland produziert wurde. Für diesen Indikator wurden die Daten zum Biomassenverbrauch in 1000 Tonnen in Bezug zu Bevölkerungszahlen gestellt, um den Wert des Tonnenverbrauchs pro Kopf  zu erhalten.",,,
long_indicator_description$de$baseunit,t/Kopf,,,
target,,,,
target$type,less,,,
target$value,1,,,
target$rating,"1,2,4,6",,,
target$explanation$de,Der best performer Slowenien erhält eine gute Wertung. Aber auch hier ist eine Verbesserung zu sehr gut möglich.,,,
target$explanation$en,"The best performing country (Slovenia) gets a good rating. Even in this case, there is potential for improvement. ",,,
target$target_reference,,,,
target$tags,"economic, social",,,
target$target,12.2,,,
target$ministerial_responsibility,BMWi,,,
target$other_relevant_SDGs,"8,9",,,
scoring,,,,
scoring$timestamp,18/11/2016,,,
scoring$type,global,,,
scoring$timestamp_data_host,2015,,,
source,,,,
source$type,inofficial,,,
source$note,The indicator Domestic Material Consumption (DMC) is defined as the total amount of material directly used in an economy. DMC equals Direct Material Input (DMI) minus exports. DMI measures the direct input of materials for the use in the economy. DMI equals Domestic Extraction (DE) plus imports.,,,
source$publisher,Eurostat,,,
source$link,http://ec.europa.eu/eurostat/tgm/refreshTableAction.do?tab=table&plugin=1&pcode=tsdpc230&language=en,,,
source$value,OKF,,,
source$maintainer,OKF,,,
source$license,"Eurostat has a policy of encouraging free re-use of its data, both for non-commercial and commercial purposes.",,,
countries,,,,
,2015,2014,2013,2012
Belgium,4.60,4.91,4.43,4.30
Bulgaria,2.82,2.80,2.49,2.25
Czech Republic,2.30,2.21,1.94,1.78
Denmark,5.41,5.35,5.17,5.41
Germany,3.61,3.93,3.37,3.69
Estonia,5.19,5.20,3.96,4.24
Ireland,8.79,8.85,8.91,8.62
Greece,2.21,2.25,2.10,2.15
Spain,2.72,2.73,2.91,2.52
France,3.70,3.91,3.58,3.66
Croatia,2.84,3.14,2.88,2.41
Italy,2.34,2.39,2.13,2.18
Cyprus,1.66,1.73,1.72,1.88
Latvia,11.63,11.24,10.60,10.04
Lithuania,6.21,5.77,7.07,5.79
Luxembourg,4.61,4.86,4.25,4.52
Hungary,3.51,4.02,3.28,2.47
Malta,1.46,1.39,1.38,1.50
Netherlands,3.29,3.13,3.06,3.06
Austria,5.09,5.24,4.93,4.76
Poland,4.79,4.95,4.55,4.70
Portugal,3.12,3.06,2.95,2.84
Romania,3.07,3.24,3.09,2.62
Slovenia,2.54,2.38,1.96,1.82
Slovakia,3.40,3.77,2.98,3.09
Finland,6.19,6.36,6.61,5.96
Sweden,6.55,5.98,5.62,5.62
UK,2.76,2.79,2.65,2.49
Norway,:,2.40,2.40,2.77
Switzerland,:,:,2.15,2.16
Macedonia,:,:,2.47,2.36
Albania,:,:,:,:
Serbia,:,5.09,4.61,3.38
Turkey,:,:,3.17,3.25
