original_title,"Modal split of passenger transport, trains",,,
original_indicator_code,tsdtr210,,,
title_German,Anteil der Zug-Nutzung am Personenverkehr,,,
sdg,11,,,
short_indicator_description,,,,
short_indicator_description$de,Anteil des Zugverkehrs am Personenverkehr,,,
short_indicator_description$en,Share of train use for overall passenger transport,,,
long_indicator_description,,,,
long_indicator_description$en$text,"This indicator is defined as the percentage share of each mode of transport in total inland transport, expressed in passenger-kilometres (pkm). It is based on transport by passenger cars, buses and coaches, and trains. All data should be based on movements on national territory, regardless of the nationality of the vehicle. However, the data collection methodology is not harmonised at the EU level.",,,
long_indicator_description$en$baseunit,%,,,
long_indicator_description$de$text,"Dieser Indikator ist als der Prozentanteil von Transportmitteln am kompletten Inlandstransport in Fahrgastkilometern definiert. Transportmittel sind Autos, Busse und Züge. Die Daten sollen nur Fahrten auf nationalem Grund, unabhängig der Herkunft des Fahrzeugs, einbeziehen. Dennoch ist die Methode der Datensammlung auf EU-Ebene nicht vereinheitlicht.",,,
long_indicator_description$de$baseunit,%,,,
target,,,,
target$type,more,,,
target$value,20,,,
target$rating,"20,17,14,10",,,
target$explanation$de,Die best performer und worst performer wurden als Referenz genommen. Das EU Transport White Paper (2011) strebt eine Verschiebung des Personenverkehrs (Langstrecken) von der Straße hin zu Schienenverkehr an. Die umweltschädlichen Emissionen im Verkehr sollen erheblich gesenkt werden.,,,
target$explanation$en,The optimum value is based on the best performer. The EU Transport White Paper (2011) aims for an increased use of rail transport in order to decrease emissions through road transport. ,,,
target$target_reference,http://ec.europa.eu/transport/themes/strategies/2011_white_paper_en.htm,,,
target$tags,ecologic,,,
target$target,11.2,,,
target$ministerial_responsibility,BMVI,,,
target$other_relevant_SDGs,,,,
scoring,,,,
scoring$timestamp,29/10/2016,,,
scoring$type,global,,,
scoring$timestamp_data_host,2014,,,
source,,,,
source$type,inofficial,,,
source$note,,,,
source$publisher,Eurostat,,,
source$link,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&plugin=0&language=en&pcode=tsdtr210,,,
source$value,"OKF, Bundestagsfraktion der Grünen",,,
source$maintainer,OKF,,,
source$license,"Eurostat has a policy of encouraging free re-use of its data, both for non-commercial and commercial purposes.",,,
countries,,,,
,2014,2013,2012,2011
Belgium,7.70,7.70,7.80,7.70
Bulgaria,2.50,2.90,3.00,3.50
Czech Republic,8.40,8.50,8.30,7.60
Denmark,10.10,10.30,10.20,10.00
Germany,8.50,8.50,8.90,8.20
Estonia,1.90,1.60,1.80,1.90
Ireland,2.90,2.70,2.80,2.90
Greece,0.90,0.90,0.70,0.80
Spain,6.50,6.00,5.60,5.60
France,9.30,9.40,9.50,9.30
Croatia,3.00,3.10,3.50,4.90
Italy,6.30,6.30,6.40,5.80
Latvia,4.10,4.90,4.90,5.10
Lithuania,1.00,0.80,0.70,0.80
Luxembourg,4.30,4.80,4.60,4.40
Hungary,9.90,10.20,10.10,10.20
Netherlands,9.70,10.50,10.90,10.10
Austria,12.10,12.20,11.80,11.30
Poland,5.80,6.20,6.70,6.90
Portugal,4.20,4.00,4.10,4.50
Romania,4.80,4.50,4.80,5.50
Slovenia,2.10,2.30,2.30,2.30
Slovakia,7.30,7.10,7.10,7.00
Finland,5.00,5.30,5.30,5.00
Sweden,8.90,9.20,9.10,8.80
UK,8.50,8.40,8.10,7.90
Norway,4.90,4.80,4.60,4.50
Switzerland,17.30,17.10,17.20,17.60
Macedonia,0.90,1.10,1.50,2.00
Turkey,1.60,1.40,1.70,2.40
